ID,RTimes
5,"Any[[2.713669067507345;;], [1.0;;], [4.639701482746792;;], [1.262324787340801;;], [1.0;;], [3.3449481209053835;;], [2.130000154059739;;], [4.281669234570202;;], [1.0;;], [1.0;;], [1.0;;], [3.4020101823729383;;], [1.0;;], [1.0;;], [2.6720715219656594;;], [1.8099722851785682;;], [1.0000000000000002;;], [3.4726968458361798;;], [2.8364389659997573;;], [3.2644506642811533;;], [2.7641033445694916;;], [4.557483291602682;;], [1.6228886381390502;;], [0.9999999999999999;;], [1.0000000000000002;;], [1.0;;], [1.0;;], [3.0069407826506365;;], [1.0;;], [1.8216813910934984;;], [1.2684636717401008;;], [1.0;;], [1.879916239278536;;], [1.6252011339417807;;], [3.1777197163105146;;], [1.0;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [1.0;;], [1.356204682186565;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [4.025258925215076;;], [2.3934466956850233;;], [2.400536176294594;;], [1.7572001440724876;;], [3.368109462954361;;], [1.0;;], [1.0;;], [0.9999999999999999;;], [2.400536176294594;;], [1.0;;], [2.3103974863525316;;], [2.8364389659997573;;], [1.6252011339417807;;], [1.0;;], [2.4144372754628423;;], [1.0;;], [0.9999999999999999;;], [1.8598622140279732;;], [3.4696613960264737;;], [4.171498228912333;;], [1.0;;], [1.694794112078131;;], [1.2200536492093927;;], [2.3225041551438577;;], [1.6499649763735642;;], [2.409383058633208;;], [2.73063469033332;;], [2.915196618648459;;], [2.713669067507345;;], [2.400536176294594;;], [2.915196618648459;;], [1.0;;], [1.0;;], [1.8216813910934984;;], 0, [4.095905980561414;;], [1.0;;], [1.0;;], [1.0;;], [2.454726174854174;;], [2.665752959065025;;], [1.0;;], [1.0;;], [3.91983988854168;;], [3.3592584629113396;;], [1.6499649763735642;;], [1.0;;], [1.6228886381390502;;], [1.0;;], [3.2802987811455067;;], [1.0;;], [0.9999999999999999;;], [0.9999999999999999;;], [2.8014540352428394;;], [1.9021129364375569;;], [2.3349310414651154;;], [0.9999999999999999;;], [1.0;;], [2.5959573152960997;;], [1.2684636717401008;;], [2.6382018785354004;;], [2.799446796201037;;], [1.0;;], [3.0;;], [2.4391694767850067;;], [3.3351371121971605;;], [1.8309386727620662;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [3.2386915397369695;;], [1.0;;], [3.2386915397369695;;], [2.0824278558470306;;], [2.354222357879265;;], [1.0;;], [1.0;;], [2.5356074281703833;;], [1.6967884856025401;;], [2.054840270073775;;], [4.297556821582287;;], [2.799446796201037;;], [2.924958665232564;;], [3.0228563545391873;;], [1.8099722851785682;;], [2.500894116507015;;], [1.0;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [1.0;;], [2.4752358299827786;;], [2.8084272983327074;;], [2.8084272983327074;;], [7.000000000000001;;], [6.999999999999999;;], [1.0;;], [2.4591782622079776;;], [2.5959573152960997;;], [2.104548781272092;;], [1.0;;], [2.5425379531706875;;], [7.000000000000001;;], [1.0;;], [1.0;;], [3.7466851252648805;;], [2.837593466482587;;], [1.258953425159976;;], [0.9999999999999999;;], [2.5935349667004055;;], [1.0;;], [1.0;;], [2.032468910197182;;], [1.1615855667336927;;], [2.8008580932032725;;], [1.0;;], [1.0;;], [1.0;;], [2.207046939094312;;], [3.671056006400252;;], [2.154958167459765;;], [1.8099722851785682;;], [1.0;;], [1.0;;], [1.0;;], [1.8099722851785682;;], [0.9999999999999999;;], [2.8502774346547337;;], [1.2684636717401008;;], [2.8502774346547337;;], [1.0;;], [2.2655626641026583;;], [3.731980106774385;;], [2.977368341593608;;], [1.0000000000000002;;], [1.420477001595503;;], [1.0;;], [2.666915652088347;;], [1.0;;], [2.666915652088347;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [1.420477001595503;;], [1.3811511934372174;;], [1.0;;], [2.6337331931723753;;], [1.0000000000000002;;], [1.0;;], [1.4911743577292218;;], [4.453433750517276;;], [3.0228563545391873;;], [0.9999999999999999;;], [2.385402047371094;;], [3.0921900588033036;;], [1.0000000000000002;;], [2.89847574623525;;], [2.950098406000106;;], [2.6184388214167416;;], [2.6102009192965108;;], [2.7950826361966934;;], [1.0;;], [2.7730893147588946;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [1.881389905280544;;], [2.9999999999999996;;], [2.8207904246811384;;], [2.500894116507015;;], [2.9219684276674505;;], [0.9999999999999999;;], [3.756010626655395;;], [2.2162116300108563;;], [1.133674077712766;;], [2.7641033445694916;;], [2.054840270073775;;], [3.594627781815181;;], [3.5925147460773563;;], [1.0;;], [2.2162116300108563;;], [1.4427651617380577;;], [6.999999999999999;;], [2.4591782622079776;;], [1.0;;], [1.0;;], [1.6228886381390502;;], [1.0;;], [3.1777197163105146;;], [1.8795616907601962;;], [1.9563431472098354;;], [1.0;;], [3.1056537063178378;;], [3.5925147460773563;;], [1.0;;], [1.0862056895348602;;], [1.0;;], [1.0862056895348602;;], [1.0;;], [3.3349554084750532;;], [1.0849934154650571;;], [3.1191260365719935;;], [0.9999999999999999;;], [2.477354641045878;;], [2.033610241360585;;], [3.76769170947477;;], [1.0;;], [0.9999999999999999;;], [1.8216813910934984;;], [7.000000000000001;;], [1.0000000000000002;;], [0.9999999999999999;;], [1.0;;], [0.9999999999999999;;], [2.878588340798663;;], [2.7689607449901;;], [1.0;;], [2.3103974863525316;;], [2.0245401425235516;;], [2.782719878309822;;], [7.000000000000001;;], [1.0;;], [2.4752358299827786;;], [2.36666266014589;;], [2.5356074281703833;;], [2.449771831135704;;], [1.8105841600120958;;], [1.2527460003971105;;], [1.8105841600120958;;], [2.8602137089763264;;], [1.0;;], [1.0;;], [1.0;;], [2.4007741933033033;;], [1.0;;], [2.713669067507345;;], [1.0;;], [2.5425379531706875;;], [2.0245401425235516;;], [1.0;;], [1.0;;], [1.0000000000000002;;], [1.0;;], [1.0;;], [1.0;;], [2.0172419114595894;;], [6.999999999999999;;], [6.999999999999999;;], [1.0;;], [3.2485637068297453;;], [2.814266937557012;;], [2.216513323119205;;], [2.4144372754628423;;], [7.000000000000002;;], [1.356204682186565;;], [0.9999999999999999;;], [2.915196618648459;;], [2.6184388214167416;;], [2.23170803568309;;], [0.9999999999999999;;], [1.356204682186565;;], [2.8014540352428394;;], [1.6228886381390502;;], [1.0;;], [1.0;;], [1.0;;], [6.999999999999999;;], [1.0;;], [1.0;;], [2.6753035687932005;;], [1.0;;], [1.0;;], [2.385402047371094;;], [1.0;;], [3.0043091749020845;;], [0.9999999999999999;;], [1.0;;], [2.7689607449901;;], [1.7835108306427432;;], [2.8433199790977186;;], [1.0;;], [0.9999999999999999;;], [1.4427651617380577;;], [2.6720715219656594;;], [1.0;;], [2.950098406000106;;], [1.5587715928570671;;], [2.6337331931723753;;], [1.0;;], [2.878588340798663;;], [2.878588340798663;;], [1.0;;], [3.756010626655395;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [1.0;;], [1.3273147018136335;;], [1.0;;], [2.924583806505413;;], [2.8300563113860693;;], [2.8602137089763264;;], [1.8099722851785682;;], [1.0000000000000002;;], [1.8956325280027249;;], [0.0;;], [1.8309386727620662;;], [0.9999999999999999;;], [1.0;;], [1.0000000000000002;;], [3.020226816314378;;], [1.0;;], [1.0;;], [1.0;;], [3.2386915397369695;;], [1.0;;], [2.6720715219656594;;], [1.0;;], [2.666915652088347;;], [2.6720715219656594;;], [3.3955652691889107;;], [2.449771831135704;;], [1.0;;], [2.033610241360585;;], [2.202315586183061;;], [2.5959573152960997;;], [2.0172419114595894;;], [1.0;;], [3.594627781815181;;], [1.0;;], [3.572156655189639;;], [2.8300563113860693;;], [1.9563431472098354;;], [0.9999999999999999;;], [2.7251270444344495;;], [1.258953425159976;;], [2.379203371357792;;], [2.529223139994445;;], [0.9999999999999999;;], [1.0;;], [2.529223139994445;;], [1.0;;], [1.0;;], [3.7466851252648805;;], [1.0;;], [2.7950826361966934;;], [1.2527460003971105;;], [1.0;;], [0.0;;], [0.9999999999999999;;], [1.0;;], [1.5587715928570671;;], [2.477354641045878;;], [1.8633091330453158;;], [0.9999999999999999;;], [2.36666266014589;;], [1.0;;], [4.643676547145012;;], [1.0;;], [2.3934466956850233;;], [2.502927245659356;;], [2.8502774346547337;;], [1.0;;], [2.502927245659356;;], [2.0080253239515304;;], [2.128673126769354;;], [4.986870363760753;;], [1.7572001440724876;;], [1.2200536492093927;;], [3.401901944415969;;], [3.0640332083699344;;], [1.0;;], [1.0;;], [2.9219684276674505;;], [3.0442116625077915;;], [2.5959573152960997;;], [1.0;;], [1.4551791891889754;;], [6.999999999999999;;], [3.0921900588033036;;], [1.6502305894342644;;], [3.72960519665613;;], [3.72960519665613;;], [4.561489019914348;;], [2.8502774346547337;;], [1.0;;], [3.3866452329942884;;], [5.015307371104924;;], [2.169887856561957;;], [3.3866452329942884;;], [3.710127962021904;;], [2.782719878309822;;], [2.782719878309822;;], [2.782719878309822;;], [1.0;;], [1.0;;], [2.956712356128131;;], [1.0;;], [2.091592658269166;;], [1.0;;], [7.000000000000001;;], [7.000000000000001;;], [2.827458249154756;;], [1.4436097110000297;;], [2.6136469636780957;;], [3.188037932578148;;], [2.400536176294594;;], [2.400536176294594;;], [2.7251270444344495;;], [0.9999999999999999;;], [2.713669067507345;;], [3.0;;], [2.666915652088347;;], [0.9999999999999999;;], [3.6523783434088295;;], [2.519032208734549;;], [2.5425379531706875;;], [1.0;;], [1.7561945170668227;;], [2.039784480240693;;], [1.0;;], [1.3273147018136335;;], [1.0;;], [2.1563194724199155;;], [1.0;;], [3.2386915397369695;;], [3.188037932578148;;], [2.713669067507345;;], [2.0080253239515304;;], [2.216513323119205;;], [2.5425379531706875;;], [3.719866501405249;;], [1.1970207649252314;;], [2.707625233392529;;], [2.713669067507345;;], [1.0;;], [3.572156655189639;;], [1.0;;], [2.956712356128131;;], [2.7730893147588946;;], [3.3351371121971605;;], [2.915196618648459;;], [1.1615855667336927;;], [2.3856656095923707;;], [0.9999999999999999;;], [2.130000154059739;;], [1.879916239278536;;], [1.0;;], [1.694794112078131;;], [0.9999999999999999;;], [2.6184388214167416;;], [3.0640332083699344;;], [3.3592584629113396;;], [2.304325790235566;;], [2.5557598621776507;;], [1.0;;], [3.731980106774385;;], [2.6184388214167416;;], [3.731980106774385;;], [2.304325790235566;;], [1.0000000000000002;;], [2.924583806505413;;], [2.4391694767850067;;], [3.1576339934890805;;], [1.0;;], [3.1576339934890805;;], [2.6184388214167416;;], [1.0;;], [1.4911743577292218;;], [1.0;;], [2.9219684276674505;;], [2.2904978032505543;;], [2.827458249154756;;], [3.1056537063178378;;], [2.665752959065025;;], [3.1191260365719935;;], [1.0;;], [3.2644506642811533;;], [1.3319724648317757;;], [1.133674077712766;;], [2.415975300068255;;], [2.814266937557012;;], [1.0;;], [1.0;;], [1.3493022581640413;;], [1.9563431472098354;;], [3.731980106774385;;], [1.9021129364375569;;], [1.4591276298679348;;], [2.707625233392529;;], [1.0;;], [2.6720715219656594;;], [2.0824278558470306;;], [2.7689607449901;;], [2.6184388214167416;;], [1.8956325280027249;;], [1.0;;], [2.5935349667004055;;], [1.0;;], [3.343306763658085;;], [3.343306763658085;;], [1.0;;], [0.9999999999999999;;], [2.4374355992725216;;], [1.5337161348630375;;], [1.5337161348630375;;], [1.262324787340801;;], [3.0043091749020845;;], [4.986870363760753;;], [3.1210247603347914;;], [0.9999999999999999;;], [1.4427651617380577;;], [1.0;;], [2.7641033445694916;;], [2.091592658269166;;], [3.9462791986873142;;], [1.0795953076232685;;], [1.8633091330453158;;], [4.639742314852166;;], [1.2684636717401008;;], [1.0;;], [1.3319724648317757;;], [1.0;;], [2.9146524160722564;;], [1.3319724648317757;;], [1.0;;], [4.025258925215076;;], [2.415975300068255;;], [2.89847574623525;;], [2.9146524160722564;;], [1.0000000000000002;;], [1.0;;], [1.0;;], [1.0000000000000002;;], [0.9999999999999999;;], [3.1210247603347914;;], [1.0;;], [1.0000000000000002;;], [1.1970207649252314;;], [1.0;;], [1.0;;], [3.1576339934890805;;], [0.9999999999999999;;], [2.6184388214167416;;], [1.0;;], [1.0;;], [3.4623147729329675;;], [1.0;;], [1.0;;], [1.0;;], [2.5764019745815476;;], [1.0;;], [3.0442116625077915;;], [3.6845276439362706;;], [2.4335508657806937;;], [3.4696613960264737;;], [1.4591276298679348;;], [3.2485637068297453;;], [1.3880883854635944;;], [1.0;;], [2.3349310414651154;;], [1.0000000000000002;;], [2.9219684276674505;;], [1.0;;], [1.0;;], [0.9999999999999999;;], [0.9999999999999999;;], [1.4436097110000297;;], [2.409383058633208;;], [1.6502305894342644;;], [1.0;;], [5.203713069155098;;], [2.4374355992725216;;], [2.6428281172731953;;], [1.0;;], [1.0;;], [2.884933806572289;;], [1.0;;]]"
16,"Any[[2.910963970530529;;], [2.7833758442958825;;], [6.000000000000001;;], [5.312472054500325;;], [2.5361247511490976;;], [4.225714105154588;;], [3.737108201224783;;], [5.0576019931701355;;], [5.0576019931701355;;], [3.233087266398707;;], [4.370071372623218;;], [2.688761326842112;;], [4.35222396751891;;], [4.521206604372485;;], [3.099338563485414;;], [2.7341131270466086;;], [5.312472054500325;;], [4.579260897132386;;], [3.317240974886666;;], [4.722231384496853;;], [2.6498898672999296;;], [6.08016714005644;;], [3.3521272553577903;;], [2.695566267587437;;], [4.365899130947642;;], [3.8087966639071547;;], [2.7106635859307397;;], [2.438839736211304;;], [3.8699390396750393;;], [3.0344311803131605;;], [3.018357916604707;;], [3.1726145770739267;;], [3.1726145770739267;;], [6.002634097984041;;], [4.725788011664678;;], [2.9309406091459707;;], [3.1443416988194937;;], [2.914411166385967;;], [3.5470406042435023;;], [4.3799986340135675;;], [2.8234002655990533;;], [2.776157254630171;;], [5.0576019931701355;;], [3.797475007862324;;], [3.9786991964648952;;], [5.747954020738356;;], [5.039090305195735;;], [3.1443416988194937;;], [4.810747578794539;;], [3.6526324198592564;;], [4.370071372623218;;], [3.6245583505235266;;], [3.6245583505235266;;], [4.225714105154588;;], [3.8414179118246814;;], [3.1443416988194937;;], [5.344524474766103;;], [3.2690091901071248;;], [3.128116890925465;;], [3.8657601376432513;;], [4.456345821549212;;], [5.312472054500325;;], [2.9765262340933396;;], [3.5482407022204963;;], [2.5863072509724367;;], [3.898997922007018;;], [2.6498898672999296;;], [3.3304648509910164;;], [4.742375196225804;;], [4.098835093408593;;], [4.588888955542025;;], [3.5327605169240828;;], [2.7294689941209787;;], [4.598774531707355;;], [3.57715244985844;;], [3.0476991613059594;;], [4.085527707179949;;], [4.35222396751891;;], [3.211471324489585;;], [3.211471324489585;;], [6.626608593591334;;], [2.7833758442958825;;], [4.6208890958219415;;], [4.098835093408593;;], [4.57540712479144;;], [2.8454954651299413;;], [3.9047978967064005;;], [3.010300555174468;;], [6.000000000000001;;], [6.412881305288701;;], [3.947185379507149;;], [5.45446467910119;;], [2.8454954651299413;;], [4.075448427541424;;], [2.695566267587437;;], [6.195347618227302;;], [4.311402718906082;;], [3.8250525425605604;;], [4.6208890958219415;;], [2.645567028711003;;], [3.9449415648620207;;], [3.2783189996433766;;], [4.521206604372485;;], [2.833735383502309;;], [2.9309406091459707;;], [3.090718443771088;;], [4.579260897132386;;], [5.959629553173922;;], [2.709583643142095;;], [2.695566267587437;;], [3.211471324489585;;], [4.255960295133044;;], [2.742429926535245;;], [6.000000000000001;;], [6.000000000000001;;], [4.6208890958219415;;], [2.94817530502528;;], [4.255960295133044;;], [3.8087966639071547;;], [2.752296075996782;;], [5.11574405122414;;], [2.94817530502528;;], [5.312472054500325;;], [6.000000000000001;;], [3.709644977918138;;], [3.733158031120613;;], [2.688761326842112;;], [3.343223947235472;;], [4.0068789545473225;;], [3.5478223185420386;;], [2.833735383502309;;], [2.5863072509724367;;], [3.945876553656627;;], [3.6500222349438123;;], [2.473798318740916;;], [3.8352840980521825;;], [3.0344311803131605;;], [4.456345821549212;;], [3.8558732129118636;;], [6.626608593591334;;], [6.626608593591334;;], [2.6571035010830877;;], [3.0903485764884593;;], [5.316707481276719;;], [2.949533143011844;;], [3.9004435133645567;;], [4.50239150286681;;], [5.344524474766103;;], [3.0212766277838488;;], [4.5275516443208375;;], [3.5027953171609503;;], [3.797475007862324;;], [3.719553879542616;;], [4.742375196225804;;], [3.1511135769301903;;], [3.381396529841056;;], [3.6420757422428722;;], [4.27528741628325;;], [5.103008869904611;;], [3.343223947235472;;], [3.794130280861359;;], [6.353817009692265;;], [2.9765262340933396;;], [2.846056131586344;;], [4.7375813557650535;;], [4.7375813557650535;;], [2.683559120121081;;], [3.343223947235472;;], [3.476604086396535;;], [2.473798318740916;;], [2.9398361600373093;;], [3.0612082343171667;;], [4.276279844607579;;], [2.8978396694366397;;], [3.4649628912600012;;], [5.51188285487128;;], [2.6571035010830877;;], [5.954637597965158;;], [3.5478223185420386;;], [3.2084079158944347;;], [6.195347618227302;;], [4.794364322285829;;], [3.737108201224783;;], [3.6323826828028496;;], [4.521206604372485;;], [3.6943140408745125;;], [5.51188285487128;;], [3.5470406042435023;;], [2.7672584687083033;;], [3.945876553656627;;], [2.683559120121081;;], [2.77098151533071;;], [4.485130014007041;;], [4.114244088652205;;], [3.802506078461169;;], [3.1391106116564913;;], [5.0576019931701355;;], [3.272408191720091;;], [3.0903485764884593;;], [2.9120725209977967;;], [4.645408102453597;;], [6.930748281897688;;], [6.000000000000001;;], [3.787874066022607;;], [3.619618096188843;;], [3.6707033704454943;;], [3.4399447951796804;;], [5.316707481276719;;], [3.211471324489585;;], [3.8712085245968306;;], [5.209377753822485;;], [2.598229564599484;;], [4.456345821549212;;], [3.7411531996635086;;], [3.6526324198592564;;], [2.8978396694366397;;], [3.1068295035429907;;], [4.563737215188992;;], [3.381396529841056;;], [2.6662220317560297;;], [3.9004435133645567;;], [2.7106635859307397;;], [4.006683046742937;;], [2.688323468457552;;], [5.312472054500325;;], [4.862682218037796;;], [3.8473478634000697;;], [3.4399447951796804;;], [4.46037315636999;;], [3.5027953171609503;;], [5.953913476252827;;], [5.953913476252827;;], [3.343223947235472;;], [5.039090305195735;;], [4.085527707179949;;], [3.1020434728945268;;], [2.7460487588238203;;], [2.695566267587437;;], [4.106928295407257;;], [6.626608593591334;;], [3.3677838819568118;;], [3.9404112958477;;], [3.5482407022204963;;], [3.1020434728945268;;], [4.204795279245597;;], [3.7980287882782946;;], [4.204795279245597;;], [3.6526324198592564;;], [4.792663340726549;;], [6.7227574697212225;;], [6.7227574697212225;;], [6.0;;], [4.4964647347195905;;], [2.4205246928278634;;], [5.747954020738356;;], [2.4638956396709544;;], [2.4638956396709544;;], [4.939011645888549;;], [4.521206604372485;;], [4.2684879275856575;;], [2.6498898672999296;;], [2.6498898672999296;;], [3.3691721162170487;;], [4.106928295407257;;], [4.554703515322998;;], [2.7460487588238203;;], [2.752296075996782;;], [6.0;;], [3.530721234935386;;], [6.0;;], [4.620310370825698;;], [5.317462652134186;;], [3.054477148172706;;], [2.9338384641332214;;], [4.811969260498871;;], [4.811969260498871;;], [2.511556622099302;;], [3.039724037960144;;], [4.620310370825698;;], [3.8134156567517525;;], [3.1323311934673823;;], [4.4964647347195905;;], [2.688323468457552;;], [2.9338384641332214;;], [3.8134156567517525;;], [5.103008869904611;;], [5.623350319996565;;], [2.695566267587437;;], [5.324049769232237;;], [6.319176394646029;;], [3.514536363577629;;], [3.3521272553577903;;], [3.7519173857099006;;], [3.817622942123265;;], [6.0;;], [5.103008869904611;;], [3.7519173857099006;;], [5.959629553173922;;], [2.701706776632893;;], [2.766160495412849;;], [2.701706776632893;;], [3.8473478634000697;;], [4.27528741628325;;], [2.949533143011844;;], [6.805872550864085;;], [2.4158369326330082;;], [6.0;;], [5.747954020738356;;], [3.2783189996433766;;], [2.709583643142095;;], [3.9449415648620207;;], [2.5863072509724367;;], [3.8558732129118636;;], [6.0;;], [2.866686562547979;;], [3.6526324198592564;;], [2.7294689941209787;;], [3.6526324198592564;;], [3.7851702745622116;;], [3.530721234935386;;], [3.3691721162170487;;], [3.3214911153897595;;], [6.08016714005644;;], [3.719553879542616;;], [6.625706947474291;;], [6.002634097984041;;], [3.748538707477791;;], [4.191731586608442;;], [4.424522499330266;;], [2.760204230590329;;], [2.484000918952421;;], [3.512260820887542;;], [4.399030442051975;;], [3.6323826828028496;;], [2.7642369267558426;;], [3.8672026169600784;;], [3.9472387373797915;;], [3.771970678876962;;], [6.288379466670969;;], [5.45446467910119;;], [4.680009896176056;;], [7.712246318050321;;], [4.153526532276934;;], [5.046453693550091;;], [2.695566267587437;;], [3.7411531996635086;;], [4.153526532276934;;], [5.070700179043432;;], [2.9063020981441876;;], [4.454475245925943;;], [2.7672584687083033;;], [4.810747578794539;;], [3.817622942123265;;], [3.358860996167252;;], [4.722231384496853;;], [2.866686562547979;;], [3.8712085245968306;;], [6.000000000000001;;], [3.476604086396535;;], [2.893117344726809;;], [3.197265319230075;;], [3.4769358545863316;;], [4.153526532276934;;], [2.484000918952421;;], [4.122455175018604;;], [7.0128326259191285;;], [2.695566267587437;;], [3.358860996167252;;], [2.511556622099302;;], [4.742375196225804;;], [6.08016714005644;;], [5.142673226223595;;], [6.08016714005644;;], [3.090718443771088;;], [3.4769358545863316;;], [3.8699390396750393;;], [6.000000000000001;;], [3.424803140360606;;], [3.0290641072258686;;], [4.311402718906082;;], [5.312472054500325;;], [2.9041407645940205;;], [3.381396529841056;;], [3.5470406042435023;;], [4.810747578794539;;], [4.311402718906082;;], [4.810747578794539;;], [4.311402718906082;;], [2.6662220317560297;;], [2.719260749772437;;], [4.680009896176056;;], [5.312472054500325;;], [3.771970678876962;;], [4.016103713227417;;], [4.016103713227417;;], [3.5027953171609503;;], [4.794364322285829;;], [6.0;;], [3.802506078461169;;], [5.142673226223595;;], [6.000000000000001;;], [2.7341131270466086;;], [3.1314267959456434;;], [4.782471732388151;;], [3.5027953171609503;;], [4.4964647347195905;;], [6.000000000000001;;], [3.9472387373797915;;], [5.294162164983429;;], [4.437752940139789;;], [4.6208890958219415;;], [3.8250525425605604;;], [3.381396529841056;;], [6.412881305288701;;], [4.293612792463081;;], [4.507283971015705;;], [4.293612792463081;;], [3.794130280861359;;], [2.9063020981441876;;], [5.317462652134186;;], [2.709583643142095;;], [6.319176394646029;;], [4.276279844607579;;], [2.913590787493025;;], [6.930748281897688;;], [5.209377753822485;;], [3.2197820638356074;;], [3.1391106116564913;;], [5.303992639055931;;], [3.018357916604707;;], [5.457324588083687;;], [6.693063062001344;;], [4.006683046742937;;], [3.7806694814361643;;], [5.8746127846689;;], [3.4492104872855935;;], [4.862682218037796;;], [4.183858429334372;;], [3.381396529841056;;], [3.2953163626011253;;], [5.294162164983429;;], [3.039724037960144;;], [3.3677838819568118;;], [6.0;;], [4.680009896176056;;], [3.898997922007018;;], [6.319176394646029;;], [3.2953163626011253;;], [4.512842131100708;;], [2.760204230590329;;], [3.0476991613059594;;], [2.9398361600373093;;], [6.625706947474291;;], [4.6208890958219415;;], [3.748538707477791;;], [2.833735383502309;;], [4.811969260498871;;], [4.0068789545473225;;], [2.598229564599484;;], [3.0344311803131605;;], [6.262516681789764;;], [5.959629553173922;;], [3.530721234935386;;], [4.255960295133044;;], [4.085527707179949;;], [3.923028138787262;;], [3.054477148172706;;], [3.3304648509910164;;], [3.381396529841056;;], [2.833735383502309;;], [3.317240974886666;;], [3.8352840980521825;;], [4.563737215188992;;], [2.7369413020992184;;], [5.959629553173922;;], [3.252543625294461;;], [3.712959177197741;;], [3.5699963329890276;;], [2.776157254630171;;], [3.8414179118246814;;], [2.910963970530529;;], [6.288379466670969;;], [2.709583643142095;;], [2.5361247511490976;;], [2.9041407645940205;;], [4.939051075398905;;], [4.792663340726549;;], [3.8616352241757204;;], [2.9658510796274125;;], [3.0818189622352774;;], [5.11574405122414;;], [3.7806694814361643;;], [6.353817009692265;;], [4.542428150819827;;], [3.197265319230075;;], 0, [4.153526532276934;;], [4.939011645888549;;], [4.3799986340135675;;], [2.914411166385967;;], [5.954637597965158;;], [3.0212766277838488;;], [4.2684879275856575;;], [3.796636051396156;;], [3.1068295035429907;;], [6.693063062001344;;], [3.202398259459523;;], [4.773789421152744;;], [3.5027953171609503;;], [2.833735383502309;;], [5.8746127846689;;], [2.7369413020992184;;], [2.9120725209977967;;], [6.288379466670969;;], [3.0612082343171667;;], [3.424803140360606;;], [2.742429926535245;;], [4.744247556366024;;], [3.2197820638356074;;], [3.1443416988194937;;], [3.0344311803131605;;], [2.914938146364153;;], [3.381396529841056;;], [6.000000000000001;;], [5.600510996799125;;], [4.191731586608442;;]]"
