ID,SAIDITimes
5,"Any[[1.0;;], [2.0;;], [3.246103878259991;;], [1.3100202032209467;;], [1.0;;], [1.328038895836029;;], [2.23992985988393;;], [3.2916871732808626;;], [1.0;;], [1.0;;], [1.0;;], [2.2926437550604595;;], [1.0;;], [1.0;;], [2.0841311349816865;;], [2.776087812002181;;], [2.0000000000000004;;], [4.150849160800383;;], [2.2211787569284684;;], [3.080587452934456;;], [1.1761398135475314;;], [4.557483291602682;;], [2.4152590920927;;], [1.9999999999999998;;], [1.0000000000000002;;], [1.0;;], [2.0;;], [2.9163576182110336;;], [1.0;;], [3.5292624529521275;;], [2.107385468696041;;], [1.0;;], [3.0056185591754696;;], [2.7145155816477486;;], [1.1591019630874504;;], [2.0;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [2.0;;], [2.237469788124377;;], [1.0;;], [2.0;;], [1.0;;], [1.0;;], [3.792677906463755;;], [2.375582152583179;;], [2.3102740934939923;;], [1.8948728975402134;;], [3.6731026534238085;;], [1.0;;], [2.0;;], [0.9999999999999999;;], [2.3102740934939923;;], [1.0;;], [3.140628700996718;;], [2.2211787569284684;;], [2.7145155816477486;;], [1.0;;], [3.0792470766944096;;], [3.208318795186588;;], [0.9999999999999999;;], [3.2897933210419605;;], [2.3069567779677604;;], [4.543441592387851;;], [2.0;;], [2.712646691585864;;], [2.146702432806262;;], [3.029102471595684;;], [1.847719557410459;;], [2.22877690824951;;], [2.8730906441983026;;], [1.6070520222091884;;], [1.0;;], [2.3102740934939923;;], [1.6070520222091884;;], [2.0;;], [1.0;;], [3.5292624529521275;;], 0, [2.87989236298112;;], [1.0;;], [1.0;;], [1.0;;], [2.0905476502916516;;], [1.0;;], [1.0;;], [1.0;;], [3.5923442725982175;;], [2.7820703232293362;;], [1.847719557410459;;], [1.0;;], [2.4152590920927;;], [2.0;;], [3.015327364901305;;], [2.0;;], [0.9999999999999999;;], [0.9999999999999999;;], [1.0;;], [3.3030520192986934;;], [2.9146264089814826;;], [0.9999999999999999;;], [1.0;;], [1.0;;], [2.107385468696041;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [2.121661046429986;;], [2.284193742583094;;], [3.2464080091431;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [2.894141614355409;;], [1.0;;], [2.894141614355409;;], [2.5816360783935326;;], [2.354222357879265;;], [2.0;;], [2.0;;], [1.7785192110915018;;], [2.69678848560254;;], [2.054840270073775;;], [4.22271262531177;;], [1.0;;], [3.602553850151114;;], [2.6514210069825146;;], [2.776087812002181;;], [2.440984721509402;;], [2.0;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [2.0;;], [2.9306450006427283;;], [1.3309395530564747;;], [1.3309395530564747;;], [9.000000000000002;;], [8.999999999999998;;], [1.0;;], [2.718039229163965;;], [1.0;;], [2.3053758324124725;;], [1.0;;], [2.1840417267459404;;], [9.000000000000002;;], [1.0;;], [1.0;;], [3.7466851252648805;;], [1.4328012970740427;;], [1.2987924136461262;;], [0.9999999999999999;;], [1.8129300665991885;;], [2.0;;], [1.0;;], [3.5487033652957725;;], [1.1615855667336927;;], [1.3045043891587378;;], [1.0;;], [2.0;;], [1.0;;], [3.743512245358451;;], [3.004899630781846;;], [2.7402091539440976;;], [2.776087812002181;;], [1.0;;], [1.0;;], [1.0;;], [2.776087812002181;;], [1.9999999999999998;;], [1.2994451306905328;;], [2.107385468696041;;], [1.2994451306905328;;], [1.0;;], [2.9491719980769933;;], [2.7192910044545338;;], [3.3660152364341274;;], [1.0000000000000002;;], [1.420477001595503;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [0.9999999999999999;;], [1.0;;], [1.420477001595503;;], [1.462826449173764;;], [1.0;;], [1.7325336136552494;;], [1.0000000000000002;;], [1.0;;], [2.196469743091689;;], [5.359777950350522;;], [2.6514210069825146;;], [0.9999999999999999;;], [3.8859207010621617;;], [2.7908234210817717;;], [1.0000000000000002;;], [1.0;;], [2.950098406000106;;], [1.763122357166517;;], [4.092424733848373;;], [2.8396540016925282;;], [1.0;;], [1.4538213704822087;;], [1.0;;], [1.0;;], [1.0;;], [1.0;;], [2.4728287524384815;;], [1.0;;], [1.3741173062974654;;], [2.440984721509402;;], [1.1560631446650982;;], [0.9999999999999999;;], [1.8685473490591238;;], [3.5596027000871757;;], [1.1542393204378067;;], [1.1761398135475314;;], [2.054840270073775;;], [3.695505757106279;;], [2.5859076558993275;;], [1.0;;], [3.5596027000871757;;], [2.6641477426070863;;], [9.0;;], [2.718039229163965;;], [2.0;;], [1.0;;], [2.4152590920927;;], [1.0;;], [1.1591019630874504;;], [2.351824676304078;;], [2.535986886696023;;], [1.0;;], [2.301576721313354;;], [2.5859076558993275;;], [1.0;;], [2.0862056895348604;;], [1.0;;], [2.0862056895348604;;], [2.0;;], [3.199185311601529;;], [1.088028894588809;;], [2.2568988048826997;;], [0.9999999999999999;;], [2.045290717908244;;], [2.033610241360585;;], [4.081464406245744;;], [1.0;;], [0.9999999999999999;;], [3.5292624529521275;;], [9.000000000000002;;], [1.0000000000000002;;], [0.9999999999999999;;], [1.0;;], [0.9999999999999999;;], [2.525022301093228;;], [2.247111009740375;;], [1.0;;], [3.140628700996718;;], [3.2004980504573286;;], [1.2411573566340013;;], [9.000000000000002;;], [1.0;;], [2.9306450006427283;;], [2.622315795281239;;], [1.7785192110915018;;], [3.4165975123792887;;], [1.7228407448261036;;], [1.2527460003971105;;], [1.7228407448261036;;], [2.4006099870010633;;], [1.0;;], [1.0;;], [1.0;;], [3.471732415799038;;], [1.0;;], [1.0;;], [1.0;;], [2.1840417267459404;;], [3.2004980504573286;;], [1.0;;], [2.0;;], [1.0000000000000002;;], [1.0;;], [1.0;;], [1.0;;], [3.175849282930207;;], [8.999999999999998;;], [8.999999999999998;;], [1.0;;], [2.936752045220873;;], [1.3513342731569784;;], [2.6301819589012974;;], [3.0792470766944096;;], [9.0;;], [2.237469788124377;;], [1.9999999999999998;;], [1.6070520222091884;;], [1.763122357166517;;], [2.010504474466002;;], [0.9999999999999999;;], [2.237469788124377;;], [1.0;;], [2.4152590920927;;], [2.0;;], [2.0;;], [1.0;;], [8.999999999999998;;], [2.0;;], [1.0;;], [1.6493928624135985;;], [1.0;;], [2.0;;], [3.8859207010621617;;], [1.0;;], [2.242390664144245;;], [0.9999999999999999;;], [2.0;;], [2.247111009740375;;], [3.8001362258566282;;], [1.4528009267517732;;], [1.0;;], [1.9999999999999998;;], [2.6641477426070863;;], [2.0841311349816865;;], [2.0;;], [2.950098406000106;;], [1.5587715928570671;;], [1.7325336136552494;;], [1.0;;], [2.525022301093228;;], [2.525022301093228;;], [1.0;;], [1.8685473490591238;;], [2.0;;], [1.9999999999999998;;], [1.0;;], [1.0;;], [2.3273147018136338;;], [1.0;;], [2.8865401293789947;;], [1.4064780667094356;;], [2.4006099870010633;;], [2.776087812002181;;], [2.0000000000000004;;], [3.3434487920040863;;], [0.0;;], [3.2464080091431;;], [1.9999999999999998;;], [1.0;;], [1.0000000000000002;;], [1.0;;], [2.0;;], [2.0;;], [2.0;;], [2.894141614355409;;], [1.0;;], [2.0841311349816865;;], [1.0;;], [1.0;;], [2.0841311349816865;;], [3.3530384985240422;;], [3.4165975123792887;;], [1.0;;], [2.033610241360585;;], [3.4635125639182385;;], [1.0;;], [3.175849282930207;;], [1.0;;], [3.695505757106279;;], [1.0;;], [3.1737575902269795;;], [1.4064780667094356;;], [2.535986886696023;;], [0.9999999999999999;;], [2.81432645600373;;], [1.2987924136461262;;], [2.506791181568118;;], [1.9415537200111106;;], [1.9999999999999998;;], [1.0;;], [1.9415537200111106;;], [1.0;;], [1.0;;], [3.7466851252648805;;], [1.0;;], [2.8396540016925282;;], [1.2527460003971105;;], [1.0;;], [0.0;;], [0.9999999999999999;;], [1.0;;], [1.5587715928570671;;], [2.045290717908244;;], [1.8633091330453158;;], [0.9999999999999999;;], [2.622315795281239;;], [1.0;;], [3.940848492767745;;], [2.0;;], [2.375582152583179;;], [1.9941455086812865;;], [1.2994451306905328;;], [1.0;;], [1.9941455086812865;;], [1.8577099956202168;;], [4.297981075670494;;], [2.7277572495422997;;], [1.8948728975402134;;], [2.146702432806262;;], [4.156145926392408;;], [1.669356873173617;;], [1.0;;], [2.0;;], [1.1560631446650982;;], [2.7101177164092016;;], [1.0;;], [2.0;;], [1.2731075135133854;;], [9.0;;], [2.7908234210817717;;], [2.93922196251616;;], [3.4413699859444757;;], [3.4413699859444757;;], [3.2667912889279496;;], [1.2994451306905328;;], [1.0;;], [2.9827006104203955;;], [3.767321215869858;;], [3.3370146932136655;;], [2.9827006104203955;;], [2.403829214040123;;], [1.2411573566340013;;], [1.2411573566340013;;], [1.2411573566340013;;], [1.0;;], [1.0;;], [2.5629328639552598;;], [1.0;;], [3.3192497629836377;;], [2.0;;], [9.0;;], [9.0;;], [1.0;;], [1.5242660220909447;;], [2.6136469636780957;;], [1.0;;], [2.3102740934939923;;], [2.3102740934939923;;], [2.81432645600373;;], [0.9999999999999999;;], [1.0;;], [1.0;;], [1.0;;], [1.9999999999999998;;], [3.687260300686247;;], [2.6455534755508014;;], [2.1840417267459404;;], [1.0;;], [2.302477806826729;;], [2.0;;], [2.0;;], [2.3273147018136338;;], [1.0;;], [6.294615281321336;;], [1.0;;], [2.894141614355409;;], [1.0;;], [1.0;;], [1.8577099956202168;;], [2.6301819589012974;;], [2.1840417267459404;;], [3.736264091956927;;], [2.197020764925232;;], [1.5847495332149415;;], [1.0;;], [1.0;;], [3.1737575902269795;;], [1.0;;], [2.5629328639552598;;], [1.4538213704822087;;], [2.284193742583094;;], [1.6070520222091884;;], [1.1615855667336927;;], [2.979850929376635;;], [1.9999999999999998;;], [2.23992985988393;;], [3.0056185591754696;;], [1.0;;], [2.712646691585864;;], [1.9999999999999998;;], [1.763122357166517;;], [1.669356873173617;;], [2.7820703232293362;;], [2.6619746178855084;;], [1.8884802756446983;;], [1.0;;], [2.7192910044545338;;], [1.763122357166517;;], [2.7192910044545338;;], [2.6619746178855084;;], [1.0000000000000002;;], [2.8865401293789947;;], [2.121661046429986;;], [2.469201031343336;;], [2.0;;], [2.469201031343336;;], [1.763122357166517;;], [1.0;;], [2.196469743091689;;], [1.0;;], [1.1560631446650982;;], [3.3239439184931276;;], [1.0;;], [2.301576721313354;;], [1.0;;], [2.2568988048826997;;], [1.0;;], [3.080587452934456;;], [2.4979586972476633;;], [1.1542393204378067;;], [2.1680493998634898;;], [1.3513342731569784;;], [1.0;;], [1.0;;], [1.4030410671123554;;], [2.535986886696023;;], [2.7192910044545338;;], [3.3030520192986934;;], [2.459127629867935;;], [1.5847495332149415;;], [2.0;;], [2.0841311349816865;;], [2.5816360783935326;;], [2.247111009740375;;], [1.763122357166517;;], [3.3434487920040863;;], [2.0;;], [1.8129300665991885;;], [1.0;;], [2.7847856304868355;;], [2.7847856304868355;;], [2.0;;], [1.9999999999999998;;], [2.1251288014549568;;], [1.5337161348630375;;], [1.5337161348630375;;], [1.3100202032209467;;], [2.242390664144245;;], [2.7277572495422997;;], [2.8393270203223246;;], [1.9999999999999998;;], [2.6641477426070863;;], [1.0;;], [1.1761398135475314;;], [3.3192497629836377;;], [3.809646809808249;;], [1.0818062883905817;;], [1.8633091330453158;;], [1.0000000000000002;;], [2.107385468696041;;], [1.0;;], [2.4979586972476633;;], [1.0;;], [2.056209704513094;;], [2.4979586972476633;;], [1.0;;], [3.792677906463755;;], [2.1680493998634898;;], [1.0;;], [2.056209704513094;;], [1.0000000000000002;;], [1.0;;], [1.0;;], [1.0000000000000002;;], [0.9999999999999999;;], [2.8393270203223246;;], [1.0;;], [1.0000000000000002;;], [2.197020764925232;;], [1.0;;], [1.0;;], [2.469201031343336;;], [1.9999999999999998;;], [1.763122357166517;;], [1.0;;], [2.0;;], [3.2069683806518734;;], [1.0;;], [1.0;;], [2.0;;], [1.0;;], [1.0;;], [2.7101177164092016;;], [2.8489423270282335;;], [3.726156859455866;;], [2.3069567779677604;;], [2.459127629867935;;], [2.936752045220873;;], [2.4435295833869652;;], [1.0;;], [2.9146264089814826;;], [1.0000000000000002;;], [1.1560631446650982;;], [2.0;;], [1.0;;], [1.9999999999999998;;], [0.9999999999999999;;], [1.5242660220909447;;], [2.22877690824951;;], [2.93922196251616;;], [1.0;;], [2.8791257553970255;;], [2.1251288014549568;;], [4.3824190361330135;;], [1.0;;], [1.0;;], [4.339883355504306;;], [1.0;;]]"
16,"Any[[3.4442275636461734;;], [1.991770083141505;;], [1.0;;], [1.324886520524382;;], [2.863133948962276;;], [2.9798993123813595;;], [1.4525783597550428;;], [2.4395452994000046;;], [2.4395452994000046;;], [1.6378034226992089;;], [2.5113593950598334;;], [2.045260314811478;;], [1.520594262807394;;], [1.2957586791255031;;], [1.462664330870592;;], [2.3020970114978887;;], [1.324886520524382;;], [1.4743219655626294;;], [1.7948732024199248;;], [2.529250733980865;;], [1.0;;], [1.8249397980033326;;], [1.840589000574441;;], [2.200918761834382;;], [3.039825379610108;;], [1.8745476985758602;;], [0.9999999999999999;;], [1.0;;], [2.278163570587616;;], [1.4242726307842133;;], [1.4032098499587204;;], [2.3564315935979883;;], [2.3564315935979883;;], [1.6875216033275033;;], [2.7461111806163725;;], [1.1482224892072508;;], [1.7876983645191262;;], [1.138156261447863;;], [2.774804319562737;;], [2.8398677233667877;;], [0.9999999999999999;;], [2.4352280101985686;;], [2.4395452994000046;;], [1.8079066863845275;;], [2.3930494923379477;;], [1.2361311316067873;;], [3.757567008676003;;], [1.7876983645191262;;], [1.4271427663005927;;], [2.103776150825957;;], [2.5113593950598334;;], [1.516208315817259;;], [1.516208315817259;;], [2.9798993123813595;;], [2.0665613908802696;;], [1.7876983645191262;;], [1.5756043086742912;;], [1.0000000000000002;;], [1.5470405779105767;;], [2.670341123940775;;], [1.4993732333142247;;], [1.324886520524382;;], [1.3483926344709196;;], [1.3116552693830956;;], [0.9999999999999999;;], [1.917425312659391;;], [1.0;;], [2.942775024953657;;], [1.4410777116636202;;], [1.8954066592860148;;], [3.3519885463250962;;], [3.1601071465470394;;], [2.2899070368225805;;], [3.2680134902417954;;], [2.135467280303549;;], [1.4416593035046483;;], [2.133907864698709;;], [1.520594262807394;;], [1.7497466915027067;;], [1.7497466915027067;;], [2.7934429810808425;;], [1.991770083141505;;], [1.4658377406094176;;], [1.8954066592860148;;], [3.085607773144696;;], [2.6409465349509533;;], [2.5346115031208147;;], [1.257604032502815;;], [1.0000000000000002;;], [2.4146365093306046;;], [3.232697310515471;;], [1.2959470658582128;;], [2.6409465349509533;;], [2.724203708104542;;], [2.200918761834382;;], [2.029083643634447;;], [1.3377194562187835;;], [1.9702323054242599;;], [1.4658377406094176;;], [2.0696801721022355;;], [1.9474181936571693;;], [2.6086940968753276;;], [1.2957586791255031;;], [1.9632993633044455;;], [1.1482224892072508;;], [1.818014223148737;;], [1.4743219655626294;;], [1.6113011074885297;;], [2.2377117339051296;;], [2.200918761834382;;], [1.7497466915027067;;], [2.6744257973214336;;], [2.0149188206280786;;], [1.0;;], [1.0;;], [1.4658377406094176;;], [2.5320702394384105;;], [2.6744257973214336;;], [1.8745476985758602;;], [2.349823829565857;;], [1.562921435390869;;], [2.5320702394384105;;], [1.324886520524382;;], [1.0;;], [2.875318190642189;;], [2.02589636431506;;], [2.045260314811478;;], [1.6752604656732755;;], [2.1037396465180223;;], [2.1568715860452037;;], [1.9632993633044455;;], [0.9999999999999999;;], [2.121662674068043;;], [2.559289884791675;;], [0.9999999999999999;;], [2.0304568177706552;;], [1.4242726307842133;;], [1.4993732333142247;;], [2.4251078071685424;;], [2.7934429810808425;;], [2.7934429810808425;;], [2.0999612403468535;;], [1.0;;], [3.4868315621970347;;], [1.8978332049418523;;], [2.1888671508666837;;], [2.539157080886748;;], [1.5756043086742912;;], [1.0;;], [4.18760888777208;;], [2.020942486374703;;], [1.8079066863845275;;], [2.4394344266394485;;], [1.4410777116636202;;], [1.0;;], [1.878944142662851;;], [1.4583672073708231;;], [1.6343986800166654;;], [1.3675771204895455;;], [1.6752604656732755;;], [1.7882191078213416;;], [2.309951994784115;;], [1.3483926344709196;;], [1.1774215595709843;;], [1.5419572747657133;;], [1.5419572747657133;;], [2.1694022600715295;;], [1.6752604656732755;;], [2.0396908776192997;;], [0.9999999999999999;;], [2.9208445657852358;;], [1.4593619088467733;;], [2.934004880206822;;], [2.330473580651928;;], [2.902524220023458;;], [1.8125479577401324;;], [2.0999612403468535;;], [1.1940070422027778;;], [2.1568715860452037;;], [1.405960362026392;;], [2.029083643634447;;], [1.5451051453653482;;], [1.4525783597550428;;], [2.180085547732606;;], [1.2957586791255031;;], [2.104108046492834;;], [1.8125479577401324;;], [2.774804319562737;;], [1.0;;], [2.121662674068043;;], [2.1694022600715295;;], [0.9999999999999999;;], [2.609599322668927;;], [2.0977759431489096;;], [1.8375203432369762;;], [1.5614470067737154;;], [2.4395452994000046;;], [4.363865862879241;;], [1.0;;], [1.2639309808239;;], [3.6889225108735983;;], [2.986425631983706;;], [1.0;;], [2.3553796880751685;;], [1.5257858510978752;;], [2.2271462431528897;;], [1.9437573038031126;;], [3.4868315621970347;;], [1.7497466915027067;;], [1.4750766292365072;;], [4.078733630629442;;], [2.4128756037307113;;], [1.4993732333142247;;], [2.4244891150265144;;], [2.103776150825957;;], [2.330473580651928;;], [1.519145087429163;;], [1.5323198977040906;;], [1.878944142662851;;], [2.1238956668068996;;], [2.1888671508666837;;], [0.9999999999999999;;], [3.1786960898661687;;], [2.1819077775698337;;], [1.324886520524382;;], [3.4248567009306212;;], [2.2136467316348645;;], [1.9437573038031126;;], [3.4230979896813283;;], [2.020942486374703;;], [1.411352512137591;;], [1.411352512137591;;], [1.6752604656732755;;], [3.757567008676003;;], [2.133907864698709;;], [1.3188900065510663;;], [2.333425798039513;;], [2.200918761834382;;], [2.4683462021770834;;], [2.7934429810808425;;], [1.0;;], [2.6340106024661987;;], [1.3116552693830956;;], [1.3188900065510663;;], [3.095884982481577;;], [2.035568061267046;;], [3.095884982481577;;], [2.103776150825957;;], [1.8488305069893087;;], [2.9638555513182077;;], [2.9638555513182077;;], [1.0;;], [2.734160863004253;;], [3.701231482416299;;], [1.2361311316067873;;], [3.3867932018424947;;], [3.3867932018424947;;], [1.55312394193735;;], [1.2957586791255031;;], [1.5417289596942059;;], [1.0;;], [1.0;;], [1.862924985038552;;], [2.4683462021770834;;], [1.5715283926987924;;], [2.333425798039513;;], [2.349823829565857;;], [0.9999999999999999;;], [1.5692590440472503;;], [0.9999999999999999;;], [2.6217561951823094;;], [1.989007451943177;;], [1.4505413360776136;;], [2.395753501532353;;], [2.447802921524952;;], [2.447802921524952;;], [1.0;;], [3.217200452947912;;], [2.6217561951823094;;], [1.9017358022640196;;], [2.3889577699228877;;], [2.734160863004253;;], [2.1819077775698337;;], [2.395753501532353;;], [1.9017358022640196;;], [1.3675771204895455;;], [1.59106154408129;;], [2.200918761834382;;], [2.8297521324556665;;], [2.248555580366776;;], [3.8360694305604173;;], [1.840589000574441;;], [1.663412058443179;;], [1.9265005323198652;;], [0.9999999999999999;;], [1.3675771204895455;;], [1.663412058443179;;], [1.6113011074885297;;], [2.2170364421325712;;], [2.6391413939617268;;], [2.2170364421325712;;], [2.2136467316348645;;], [1.6343986800166654;;], [1.8978332049418523;;], [3.111167253473809;;], [1.207831656988605;;], [1.0;;], [1.2361311316067873;;], [2.6086940968753276;;], [2.2377117339051296;;], [1.9474181936571693;;], [0.9999999999999999;;], [2.4251078071685424;;], [1.0;;], [1.0;;], [2.103776150825957;;], [2.2899070368225805;;], [2.103776150825957;;], [1.7354791299725552;;], [1.5692590440472503;;], [1.862924985038552;;], [1.530269352785468;;], [1.8249397980033326;;], [2.4394344266394485;;], [2.6496223120945124;;], [1.6875216033275033;;], [1.519860081045951;;], [2.274788937409024;;], [2.9075115162376237;;], [2.370581246669864;;], [0.9999999999999999;;], [1.7140251460623381;;], [1.563630328724487;;], [2.180085547732606;;], [2.3811663149523663;;], [2.4052645153945638;;], [1.4105522525240415;;], [1.6577842756598737;;], [2.193971649041824;;], [1.2959470658582128;;], [1.5387656925691058;;], [3.8492960149782713;;], [1.3692946935446126;;], [2.836927428826126;;], [2.200918761834382;;], [2.4244891150265144;;], [1.3692946935446126;;], [4.111282514772094;;], [3.048611911326517;;], [2.876754169109342;;], [1.0;;], [1.4271427663005927;;], [1.9265005323198652;;], [2.6584811208780237;;], [2.529250733980865;;], [1.0;;], [1.4750766292365072;;], [1.0;;], [2.0396908776192997;;], [1.9297278253587191;;], [1.6376542962085792;;], [1.80142447783365;;], [1.3692946935446126;;], [0.9999999999999999;;], [3.0736190921533364;;], [4.200821039231737;;], [2.200918761834382;;], [2.6584811208780237;;], [1.0;;], [1.4410777116636202;;], [1.8249397980033326;;], [2.1476496776687166;;], [1.8249397980033326;;], [1.818014223148737;;], [1.80142447783365;;], [2.278163570587616;;], [0.9999999999999999;;], [1.6291397427953611;;], [1.0;;], [1.3377194562187835;;], [1.324886520524382;;], [2.865196898758851;;], [1.878944142662851;;], [2.774804319562737;;], [1.4271427663005927;;], [1.3377194562187835;;], [1.4271427663005927;;], [1.3377194562187835;;], [2.1238956668068996;;], [2.263112317101852;;], [1.5387656925691058;;], [1.324886520524382;;], [1.6577842756598737;;], [2.0177827777267585;;], [2.0177827777267585;;], [2.020942486374703;;], [1.5451051453653482;;], [1.0;;], [1.8375203432369762;;], [2.1476496776687166;;], [0.9999999999999999;;], [2.3020970114978887;;], [3.489272027228942;;], [4.431211467422596;;], [2.020942486374703;;], [2.734160863004253;;], [1.0000000000000002;;], [1.4105522525240415;;], [1.5728123792629143;;], [3.3893713739127325;;], [1.4658377406094176;;], [1.9702323054242599;;], [1.878944142662851;;], [2.4146365093306046;;], [2.8069304344345105;;], [3.060427770780899;;], [2.8069304344345105;;], [1.7882191078213416;;], [3.048611911326517;;], [1.989007451943177;;], [2.2377117339051296;;], [2.248555580366776;;], [2.934004880206822;;], [3.6671444133624047;;], [2.986425631983706;;], [4.078733630629442;;], [3.3052461009889953;;], [1.5614470067737154;;], [2.988904926219109;;], [1.4032098499587204;;], [4.546367903301308;;], [3.3862369038219033;;], [3.1786960898661687;;], [1.7089867680428272;;], [1.4606188882325921;;], [1.9678091391235486;;], [3.4248567009306212;;], [1.7696402837620693;;], [1.878944142662851;;], [1.7661426775165485;;], [1.5728123792629143;;], [3.217200452947912;;], [1.0;;], [0.9999999999999999;;], [1.5387656925691058;;], [1.917425312659391;;], [2.248555580366776;;], [1.7661426775165485;;], [2.700746992897224;;], [2.370581246669864;;], [1.4416593035046483;;], [2.9208445657852358;;], [2.6496223120945124;;], [1.4658377406094176;;], [1.519860081045951;;], [1.9632993633044455;;], [2.447802921524952;;], [2.1037396465180223;;], [2.4128756037307113;;], [1.4242726307842133;;], [1.1312583408948818;;], [1.6113011074885297;;], [1.5692590440472503;;], [2.6744257973214336;;], [2.133907864698709;;], [3.254622884189196;;], [1.4505413360776136;;], [2.942775024953657;;], [1.878944142662851;;], [1.9632993633044455;;], [1.7948732024199248;;], [2.0304568177706552;;], [1.5323198977040906;;], [2.3095204386091974;;], [1.6113011074885297;;], [1.7100922818073792;;], [2.4661936656460703;;], [1.9484391477030205;;], [2.4352280101985686;;], [2.0665613908802696;;], [3.4442275636461734;;], [2.193971649041824;;], [2.2377117339051296;;], [2.863133948962276;;], [2.865196898758851;;], [3.112675738502262;;], [1.8488305069893087;;], [2.568027589801115;;], [1.24351770665362;;], [2.487227625950836;;], [1.562921435390869;;], [1.7089867680428272;;], [2.309951994784115;;], [3.124343333039189;;], [1.6376542962085792;;], 0, [1.3692946935446126;;], [1.55312394193735;;], [2.8398677233667877;;], [1.138156261447863;;], [1.1940070422027778;;], [1.0;;], [1.5417289596942059;;], [2.56626351566192;;], [1.519145087429163;;], [3.3862369038219033;;], [1.4976968169807692;;], [3.008086573712611;;], [2.020942486374703;;], [1.9632993633044455;;], [1.4606188882325921;;], [2.3095204386091974;;], [1.2639309808239;;], [2.193971649041824;;], [1.4593619088467733;;], [1.6291397427953611;;], [2.0149188206280786;;], [2.9840351575873174;;], [3.3052461009889953;;], [1.7876983645191262;;], [1.4242726307842133;;], [4.140117616977756;;], [1.878944142662851;;], [0.9999999999999999;;], [3.839376721655852;;], [2.274788937409024;;]]"
