out_comp,iter,RTime,SAIDI,Energy,Product
9,3,282.5062497136312,252508.73710190496,2.0590590808265908e12,1.4688358970941809e20
9,3,269.39790492554414,253393.8927704476,1.779773380540214e12,1.2149406532143486e20
9,3,268.9435967926689,255287.72937962905,1.7503220249518396e12,1.201736098628779e20
9,3,288.5079278350516,194001.89156626136,1.167183868836081e12,6.5328546053103436e19
9,3,288.71477777777784,191928.71662440515,1.1681968173415842e12,6.473288927844209e19
9,3,304.2402222222223,204891.85320657905,1.0232858636797698e12,6.3787898535347085e19
9,3,307.68560595647205,186911.6203131471,1.0575523926180145e12,6.081985412810331e19
9,3,307.77815922107686,186745.03051415607,1.0560654440543423e12,6.0698461537708016e19
9,3,286.7463860252005,181825.86364957597,1.1118311378128413e12,5.796855100622242e19
9,3,289.876116838488,180954.28118987256,1.0401008343874734e12,5.4557786530551734e19
9,3,290.1606013745705,178947.18570404843,1.0341825294454403e12,5.369829695440041e19
9,3,287.9735051546392,179013.00900434994,1.0336202033515201e12,5.328415889766443e19
9,3,298.0723883161512,174964.09516976879,7.837414269613726e11,4.087365602974686e19
9,3,298.1968556701031,171079.49665324952,7.703980956176521e11,3.930214233257207e19
9,3,284.6934421534937,173497.06486934112,7.650816071316837e11,3.7790040459852554e19
9,3,276.0810217640321,173447.5720191601,7.683475410288369e11,3.679276987620437e19
9,3,267.4485108820161,173991.96322470476,7.536881350034822e11,3.507204187639267e19
9,3,282.4058820160367,173640.13522499727,6.755710518263159e11,3.312797465644056e19
9,3,280.8625544100802,167023.69636693553,5.88169803312076e11,2.7591458373647987e19
9,3,280.96123482245133,166525.49825307573,5.849521064783556e11,2.7368276822649197e19
9,3,280.98686139747997,166310.100719266,5.72406926628183e11,2.674912131095416e19
9,3,273.8969072164949,169019.06233920582,5.3857085977585004e11,2.4932490825611194e19
9,3,274.19592210767473,169204.9879515765,5.345471247829543e11,2.480048367810952e19
9,3,272.63532073310427,168943.33334695324,5.2885756941503265e11,2.435913727136237e19
9,3,272.39747422680415,168258.8282274561,5.260608042626313e11,2.4111092047007674e19
9,3,266.38917983963347,169301.41826282002,5.216205664319581e11,2.3525121950462628e19
9,3,264.3846849942727,168093.55399570675,5.224086601469953e11,2.3216552023712063e19
9,3,264.1055922107675,167777.82787320434,5.229106366324889e11,2.3170725948950004e19
9,3,250.4722531500573,177570.51277293992,5.1572993704731433e11,2.2937855545211007e19
9,3,249.01691981672397,175608.94041725073,5.196680516835752e11,2.272487469994436e19
9,3,259.47400114547537,171156.52150095298,4.977000782596012e11,2.2103192668409266e19
9,3,258.99622565864837,172612.65545867154,4.8959232104639166e11,2.1887727163701596e19
9,3,259.1382989690722,172774.72129382304,4.851451201186347e11,2.1721182877141864e19
9,3,260.3288293241696,171396.92042648187,4.656434086052281e11,2.0776803843279843e19
9,3,262.8851489117984,167841.56893095231,4.6568670860567944e11,2.0547520648687104e19
9,3,261.01714089347075,168156.31260540642,4.558114810661447e11,2.0006331639682757e19
9,3,258.1775498281787,168332.46132430658,4.5564029766759436e11,1.9801973522154308e19
9,3,241.4780652920962,170620.88927711,4.538117022676656e11,1.869758772448684e19
9,3,249.09861168384876,168450.0577508039,4.4315438434469446e11,1.859505732843238e19
9,3,247.86122336769753,168381.96695436194,4.432211422965127e11,1.849799407623622e19
9,3,247.84469186712482,168264.27994028383,4.434328239147709e11,1.849266024859679e19
9,3,248.13626804123712,168118.59119575637,4.4303642705718805e11,1.848184927756307e19
9,3,242.85543069874,174277.24744823496,4.36030038906614e11,1.845461210362403e19
9,3,238.5463367697595,175289.751509995,4.333099350064467e11,1.8118737113585981e19
9,3,237.4757617411226,165680.95617258313,4.3402262428034033e11,1.707671184960736e19
9,3,238.39314547537234,164833.33652912834,4.344845603522534e11,1.707313057298559e19
9,3,238.40015578465068,164536.89865102948,4.35165639089426e11,1.7069642984122081e19
9,3,237.2035005727377,165092.74972512142,4.3478212854889905e11,1.7026319524991934e19
9,3,236.71501489117986,165004.49303317026,4.352810539510027e11,1.7001660543877022e19
9,3,236.69989461626577,165041.20662281266,4.3493943199774176e11,1.6991011650192794e19
9,3,238.77101489117987,164812.9789831267,4.310387724164133e11,1.6962480127577016e19
9,3,236.8290045819015,164884.3531289276,4.308167343700882e11,1.6823133790584474e19
9,3,236.82818671248572,164348.67896637248,4.321475359856687e11,1.6820219093975462e19
9,3,236.01891294387173,152328.12177812957,3.359292664203486e11,1.2077435715390972e19
9,3,235.9047995418099,152912.82413195155,3.3425032890606274e11,1.205736836935591e19
9,3,235.8527411225659,153879.2178743819,3.3203060748266016e11,1.2050332164368157e19
9,3,235.75684306987404,156050.95278062174,3.268291437790312e11,1.2024070341257472e19
9,3,220.32948797250862,163598.00487532173,3.3105652459299054e11,1.193308625354205e19
9,3,220.39872508591066,163180.20657638268,3.310547940821238e11,1.1906289494001764e19
9,3,220.559332187858,161775.94191190976,3.332152269404173e11,1.1889517060299895e19
9,3,220.62858304696448,160333.84439545058,3.36040897341894e11,1.1887187623489792e19
9,3,220.525166093929,160424.17178472792,3.3569486790425037e11,1.1876067723911145e19
9,3,220.61790607101946,160688.55031934247,3.349177720823271e11,1.18730934097283e19
9,3,221.9791844215349,159280.4900945299,3.340987134018014e11,1.1812712602475141e19
9,3,218.62050286368842,158371.15358527328,3.341527903863192e11,1.1569432622032202e19
9,3,218.52138487972508,156433.90446126784,3.378604097598855e11,1.1549472090228871e19
9,3,218.53641351660943,156415.47471995378,3.374443257503059e11,1.153468285777927e19
9,3,218.51922107674687,156891.17849398256,3.3634091762862976e11,1.1531023938454686e19
9,3,218.4264810996564,156626.79995936804,3.3704402554236084e11,1.1530761713699727e19
9,3,218.03108591065296,156432.4437000835,3.3722060354487115e11,1.1501628842637072e19
9,3,218.3710194730814,156549.9831233376,3.3502833480103864e11,1.145327175632585e19
9,3,219.26134135166097,154720.50646748746,3.354078987771951e11,1.137845328740837e19
9,3,212.92958533791528,154164.1083458529,3.3677008152406555e11,1.1054848259986596e19
9,3,213.02022336769764,154439.53491576453,3.358140732069943e11,1.1047861301444405e19
9,3,213.09971477663234,154670.51603962376,3.349436648155424e11,1.1039824534192595e19
9,3,212.0619816723941,155338.3839436168,3.335411969974736e11,1.098730248923081e19
9,3,211.28282474226813,155960.31933786275,3.332163472788917e11,1.0980057378792675e19
9,3,211.23076632302408,156926.71308029306,3.31191671186007e11,1.097825867235593e19
9,3,211.46334364261176,156981.6638476938,3.302730907344165e11,1.096370176802133e19
9,3,212.76496907216497,156884.45990792793,3.2837689758462103e11,1.0961062320781249e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
9,3,208.77633791523482,157070.2885946386,3.2433960091479266e11,1.0635925709232062e19
