ID,SAIDIObjectiveWithRTime
5,416.4811335453099
16,512.0104819047618
12,482.28595792880253
8,394.7470992448759
17,531.9108169934641
1,384.62094186046505
6,325.24098717948715
11,330.3804197952219
9,289.80254410080187
14,350.82525902668766
3,295.17893256814926
7,383.5110413625305
4,284.2154360162131
13,354.30065758754864
15,371.87641700960216
2,388.571055055055
10,333.89871689497727
18,367.17255476402494
