out_comp,iter,RTime,SAIDI,Energy,Product
9,36,282.5062497136312,252508.73710190496,2.0590590808265908e12,1.4688358970941809e20
9,36,294.4498384879725,247269.34756388576,1.9539364437258567e12,1.4226302417971051e20
9,36,290.3973562428407,238794.3777494966,1.993440123518792e12,1.3823561565440259e20
9,36,292.06761282932416,238408.61925550687,1.984523624234237e12,1.3818523033443346e20
9,36,293.13552462772043,232255.17951749332,1.8014231528603806e12,1.2264493045179924e20
9,36,293.7782256586483,237615.68470425738,1.674609571524733e12,1.1689832198097843e20
9,36,299.24324742268044,232205.79526376454,1.6764218539334062e12,1.164878761760489e20
9,36,325.3391042382589,206963.30959409964,8.908490706402903e11,5.998377009291517e19
9,36,310.4418946162658,192503.20462815842,7.174451904381643e11,4.287528476001638e19
9,36,314.84980641466205,176583.929006516,6.425349763043296e11,3.5723284284527165e19
9,36,302.49697136311573,188708.89775475272,5.335710280225518e11,3.045829922079367e19
9,36,310.9804364261168,176430.9919849131,5.111141164555075e11,2.8043087079453954e19
9,36,310.3925189003436,173306.2695872212,4.987553508825608e11,2.6829531407114506e19
9,36,301.73081099656355,169380.3746214734,5.038177128351336e11,2.5748751811150754e19
9,36,292.60045360824745,172728.8619072925,4.9797758078409235e11,2.5168057506611094e19
9,36,293.238735395189,176384.01828092278,4.864648001149788e11,2.5161237144532935e19
9,36,292.1761363115693,182047.5890567106,4.6661065478339777e11,2.4819002621301256e19
9,36,291.3154662084765,180283.7222670169,4.6658234424133563e11,2.450464184800261e19
9,36,301.6107560137457,175742.4372879792,4.616656838791765e11,2.4470963234275004e19
9,36,311.2130756013746,171525.11631113445,4.55981950448589e11,2.4340708198913974e19
9,36,318.85310996563567,170299.93245693154,4.059288566746172e11,2.2042206085134336e19
9,36,320.7502783505155,168771.7808375615,4.030668388351185e11,2.181945728606422e19
9,36,311.58571477663224,164435.4748893796,4.2515439274412427e11,2.178310204293239e19
9,36,311.9303012600229,165553.44673949515,4.156421471254779e11,2.1464232861545853e19
9,36,311.48001489117985,155921.2221569371,4.30013265945059e11,2.088417245615547e19
9,36,362.76530126002297,164812.56207404943,3.4668193641296173e11,2.072751624568697e19
9,36,324.7042863688431,165503.30456375805,3.7519251779976215e11,2.0162707985812316e19
9,36,305.2952691867126,159870.93456083038,3.8220834319974994e11,1.8654763662277042e19
9,36,306.24327033218793,160002.4860821674,3.7702102392892596e11,1.847391125974082e19
9,36,302.16859221076743,159928.34764152553,3.7559939247480164e11,1.8150962208382759e19
9,36,306.92580412371143,159711.93930636233,3.502907853058846e11,1.7171154602853825e19
9,36,306.05289805269194,159592.1514598666,3.4888788416332135e11,1.7040954375187268e19
9,36,306.0615864833906,158797.48033734746,3.4814298311481683e11,1.6920378687043998e19
9,36,298.5152783505155,158410.51371271655,3.495050863955811e11,1.6527382054076242e19
9,36,298.08622451317297,157498.24271267393,3.495266846145757e11,1.640959855071306e19
9,36,301.62076288659796,151853.02716264167,3.3099698330016986e11,1.516033240174932e19
9,36,306.4431867124857,150839.87478887802,3.2629590688281647e11,1.508265367977038e19
9,36,307.33524971363124,150748.91820246156,3.253741094657447e11,1.5074730998738244e19
9,36,303.09823482245133,149658.4535282472,3.2167808189242706e11,1.4591708019320246e19
9,36,297.09294845360824,150893.42446734046,3.150753727944081e11,1.4124631213905797e19
9,36,295.5395211912944,149302.1138142334,3.169468211673515e11,1.3985175549033918e19
9,36,288.34110767468496,150969.025006272,3.173318130993751e11,1.3813636573980852e19
9,36,290.7448533791524,154258.87366528483,3.062552145483562e11,1.3735538289269115e19
9,36,290.59564261168373,157758.45186114436,2.9685692496610315e11,1.360908473249465e19
9,36,288.9873562428407,156309.98606814665,2.95616705480669e11,1.3353482419544089e19
9,36,288.96764948453597,155946.9890051575,2.95408630975943e11,1.3312186679909444e19
9,36,273.8515372279497,155148.43253399228,2.9953232262904486e11,1.2726420518129814e19
9,36,277.1854180985109,153305.04708828463,2.9735489083059326e11,1.2635776005244355e19
9,36,276.6395933562429,155648.6216648975,2.932856455466301e11,1.2628460910489987e19
9,36,277.063341351661,154466.20286331512,2.933771013067335e11,1.2555637006645772e19
9,36,277.1550343642612,153818.22622764754,2.938027967322381e11,1.2525252687859567e19
9,36,277.516175257732,151505.1620105572,2.9773683629649854e11,1.2518384908766958e19
9,36,276.0551076746851,151561.24518186605,2.9773272072823926e11,1.24569154798441e19
9,36,272.94695876288665,151111.8333528988,2.9615218424665106e11,1.221494946032111e19
9,36,272.8806884306988,151057.16232410664,2.960589931620267e11,1.2203724136926603e19
9,36,272.84186139748,150949.96937438546,2.9591668760617993e11,1.2187468043963853e19
9,36,272.7619805269187,150858.6382128348,2.956077483321718e11,1.2163815709682143e19
9,36,278.8117892325315,145825.30121302078,2.963453752641029e11,1.2048754894339594e19
9,36,278.6881202749141,145781.83619743885,2.962481038069911e11,1.2035868985005515e19
9,36,276.60888201603666,143092.7214013427,3.003878625370635e11,1.1889567185019881e19
9,36,283.98116953035503,139485.43109058976,2.9630613195715753e11,1.1737052077808499e19
9,36,269.75517067583047,138731.90063843728,3.0450662482095776e11,1.1395748599342774e19
9,36,268.0370561282933,138713.32520053477,3.050217140573631e11,1.1340802291831024e19
9,36,271.78595418098513,138279.9804131744,2.989224751510579e11,1.1234270787786664e19
9,36,269.91889117983965,138555.6715401988,2.992054882934801e11,1.1189924189612552e19
