ID,RTimeObjective
5,384.51096661367245
16,466.28839428571393
12,455.57679935275115
8,365.96233980582525
17,470.1205294117647
1,364.78449224806167
6,296.56540909090916
11,299.16114249146744
9,235.6665005727376
14,335.36860910518044
3,277.52965710186515
7,344.8304282238441
4,263.0644522292995
13,291.862019455253
15,345.20096982167377
2,357.84887987987975
10,314.41536834094376
18,330.7785850400711
