out_comp,iter,RTime,SAIDI,Energy,Product
9,2,282.5062497136312,252508.73710190496,2.0590590808265908e12,1.4688358970941809e20
9,2,269.19858304696453,257973.99214783555,1.8986008980144358e12,1.318506806207266e20
9,2,281.2804387170676,250296.54829239228,1.805022522754662e12,1.2707994453933241e20
9,2,285.7518545246278,258288.14504773033,1.706507473184641e12,1.2595103058864524e20
9,2,282.79665750286375,238816.51192062988,1.7510245779536255e12,1.1825809124395323e20
9,2,302.48434936998854,173650.30421516197,1.0844145238598158e12,5.69604987158791e19
9,2,280.4918224513174,177280.10618766514,8.311601593825682e11,4.132995430189825e19
9,2,287.1198064146622,174976.05670681607,7.898391969852852e11,3.9680803710426595e19
9,2,296.47882703321886,180686.79061611913,7.329257728744401e11,3.9262692742233874e19
9,2,298.15057731958774,166315.61598184815,7.727406226590212e11,3.8317964151553384e19
9,2,299.00257159221087,163898.51211221312,7.752899998341825e11,3.799392112039728e19
9,2,308.3491867124858,165140.79306189885,7.426123079629567e11,3.781458304308077e19
9,2,322.881655211913,161727.84813157906,5.450464704623507e11,2.8461757276725096e19
9,2,359.3589312714777,166223.9270440091,4.5920592557304626e11,2.74302309924439e19
9,2,348.7669037800688,163641.97609387868,4.624271570618423e11,2.6392061357341786e19
9,2,347.0111466208477,160795.52742099174,4.46108645920696e11,2.4891899000207372e19
9,2,358.4020767468499,158124.10684433798,4.310500705653656e11,2.4428473166774723e19
9,2,353.50386712485675,154639.0833881185,3.912008220966728e11,2.138519401179458e19
9,2,355.10313860252,152271.2121688441,3.83305484637348e11,2.0726088553705652e19
9,2,341.49612027491395,148647.64019771127,3.772846203483462e11,1.915194540739475e19
9,2,330.71172623138597,143628.1351913698,3.762775998627984e11,1.7873001062273726e19
9,2,306.3119851088201,144767.302121342,3.764044882572258e11,1.6691265455029516e19
9,2,312.6249301260023,137669.55858095558,3.854934695075268e11,1.6591228813379256e19
9,2,313.9012542955327,137501.32857598717,3.785674155972553e11,1.6339666034703792e19
9,2,313.55858991981677,138736.75310509445,3.755767521243666e11,1.6338377681610648e19
9,2,309.7120126002292,140060.4838437768,3.7487655741031036e11,1.6261550632579359e19
9,2,309.61377663230246,140168.75886688902,3.742049252758445e11,1.6239812254452836e19
9,2,309.9486082474228,140671.80881636185,3.7211246450213226e11,1.622448723505236e19
9,2,309.8312416953036,140405.06681546159,3.7287343982983545e11,1.6220694214668153e19
9,2,309.83279839633457,142128.93895238006,3.667520327455614e11,1.6150368390841317e19
9,2,309.06118785796116,142095.95300244587,3.674941417289214e11,1.6138999155245689e19
9,2,308.914211912944,141569.19131250528,3.680629722958492e11,1.6096400491624706e19
9,2,308.23243871706757,141493.73899227515,3.6713767185252435e11,1.6011960682461487e19
9,2,312.5300526918672,138934.44091636545,3.639742648279431e11,1.580419503132397e19
9,2,298.98920962199304,138615.74856061442,3.6503863634114655e11,1.512888505091469e19
9,2,298.4273791523482,136958.5473778096,3.506060461828348e11,1.4330033550148465e19
9,2,298.75364719358527,133576.38011113138,3.459449048672877e11,1.380542638494501e19
9,2,298.2285051546391,133498.4563579388,3.458576357763221e11,1.3769645644452571e19
9,2,298.29879266895756,133425.96606992275,3.4592285098066705e11,1.3768007794871419e19
9,2,301.46157388316146,134360.4289088082,3.3554100298442505e11,1.3590922691593011e19
9,2,302.1017365406644,131999.5640842324,3.3919046742407227e11,1.3525999189643002e19
9,2,296.0514387170675,133273.15412157134,3.4217759031816504e11,1.3500859436776313e19
9,2,301.3662714776632,135985.97922519714,3.2913317517293195e11,1.3488400028145396e19
9,2,301.39605383734244,135912.32626023013,3.2900330760570593e11,1.3477106856987865e19
9,2,301.2236483390606,135295.47899465484,3.2994473183289996e11,1.3446632859748426e19
9,2,299.94967583046963,134821.2501534683,3.276326169677094e11,1.3249328792076866e19
9,2,299.30492783505156,133010.68740816813,3.3149022329523425e11,1.3196875797981192e19
9,2,299.2756804123711,133821.15080081992,3.266176540825465e11,1.3080846288062077e19
9,2,299.3956563573883,132517.0429622711,3.279862336771756e11,1.3012862695212714e19
9,2,298.919040091638,132207.1629282764,3.28551608625159e11,1.2984109293999567e19
9,2,297.38262772050393,132034.4763902327,3.2885594523316425e11,1.2912449612428493e19
9,2,294.51998510882015,131804.83662133632,3.2922930158718335e11,1.2780404447408067e19
9,2,290.37237686139747,131083.6911813331,3.258154328742509e11,1.2401539856383e19
9,2,289.6880836197022,131097.25376258572,3.2598476648999506e11,1.238002525278878e19
9,2,277.05535280641465,133531.80939922316,3.3293739400953204e11,1.2317252801203495e19
9,2,260.03873195876287,139968.54742711972,3.1533951875278754e11,1.1477489276670906e19
9,2,260.37952462772046,139616.1897518096,3.136281326882843e11,1.140138532933917e19
9,2,274.51816036655214,137975.68279583863,3.006883852721638e11,1.1389123037282361e19
9,2,274.50081672394043,137990.80235774655,3.006349669208741e11,1.1387628034634123e19
9,2,272.3120641466208,139025.6448765537,2.970384437077897e11,1.1245388432459633e19
9,2,272.03129438717065,138646.82797718103,2.971217793056541e11,1.1206327056873011e19
9,2,268.6081821305841,139635.31513493398,2.965783627505414e11,1.1123820455758326e19
9,2,265.7917250859106,138075.41572207288,2.9763999795142676e11,1.0923180450905326e19
9,2,257.45545017182127,137330.77380807523,2.9833979854755286e11,1.0548267852015286e19
9,2,255.980304696449,137360.66219907603,2.983337543065355e11,1.0489899344070787e19
9,2,255.65357961053834,136790.00592326422,2.972594840448152e11,1.0395418215581299e19
